name,artist,year,bpm,energy,dance,dB,liveness,valence,duration,acousticness,speechiness ,pop,genre,mood
Better in Time,Leona Lewis,2007,164,70,58,-4,13,55,234,51,5,68,"british soul, dance pop, pop, talent show",Happy
Black Betty - Edit,Spiderbait,2004,124,87,56,-6,22,35,206,0,9,68,"australian alternative rock, australian rock",Angry
Blah Blah Blah (feat. 3OH!3),Kesha,2010,120,84,75,-3,42,52,172,8,12,68,"dance pop, pop",Happy
Blame It,Jamie Foxx,2008,176,61,67,-5,14,36,290,8,10,68,"contemporary r&b, hip pop, r&b, southern hip hop, trap, urban contemporary",Angry
Dancing in the Moonlight,Toploader,2009,119,85,64,-3,34,87,233,5,4,68,british alternative rock,Happy
Don't Stop the Party (feat. TJR),Pitbull,2012,127,96,72,-4,38,95,206,1,9,68,"dance pop, miami hip hop, pop",Happy
Easy Love,Sigala,2018,124,94,68,-4,12,65,230,18,6,68,"dance pop, edm, pop dance, uk dance, uk pop",Happy
Everyday,Logic,2018,150,74,67,-4,8,42,205,4,4,68,"conscious hip hop, hip hop, pop rap, rap",Angry
Everytime,Britney Spears,2003,110,28,40,-13,12,11,230,97,3,68,"dance pop, pop",Sad
Fall for You,Secondhand Serenade,2008,170,45,40,-7,10,36,184,18,4,68,"neon pop punk, piano rock, pixie, pop punk",Sad
Five More Hours,Deorro,2015,128,88,70,-3,82,50,212,3,22,68,"dutch house, edm, electro house, melbourne bounce, melbourne bounce international, pop dance, progressive electro house",Happy
Hotter Than Hell,Dua Lipa,2017,110,87,53,-4,6,53,188,1,9,68,"dance pop, pop, uk pop",Happy
I Don't Mind (feat. Juicy J),Usher,2014,113,46,87,-8,9,46,252,21,18,68,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Sad
I Wanna Go,Britney Spears,2011,130,55,70,-7,33,79,210,0,4,68,"dance pop, pop",Happy
I Wanna Know,Joe,2000,136,49,73,-6,43,60,297,26,4,68,"contemporary r&b, r&b, urban contemporary",Calm
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,2005,145,37,74,-10,17,47,239,1,8,68,"dance pop, gangster rap, hip hop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Sad
I'm Real (feat. Ja Rule) - Murder Remix,Jennifer Lopez,2001,83,59,71,-8,7,55,262,27,15,68,"dance pop, pop, urban contemporary",Happy
In My Head,Jason Derulo,2010,110,75,76,-4,35,85,199,3,3,68,"dance pop, pop",Happy
Jealous - Remix,Nick Jonas,2015,93,71,68,-4,44,45,222,1,8,68,"dance pop, pop",Angry
Just You and I,Tom Walker,2019,92,70,57,-5,11,54,175,46,30,68,"indie anthem folk, uk pop",Happy
"Lady Marmalade - From ""Moulin Rouge"" Soundtrack",Christina Aguilera,2001,110,80,76,-4,67,65,265,1,5,68,"dance pop, pop",Happy
Lean Back,Terror Squad,2004,95,92,78,-3,7,70,247,11,42,68,"bronx hip hop, dirty south rap, hardcore hip hop, hip pop, southern hip hop",Happy
Let Me Think About It,Ida Corr,2013,129,75,76,-3,15,72,152,0,5,68,scandipop,Happy
Like You (feat. Ciara),Bow Wow,2005,82,60,71,-8,6,50,206,5,9,68,"dance pop, dirty south rap, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Happy
MAMACITA,Black Eyed Peas,2020,105,64,89,-7,8,43,249,19,5,68,"dance pop, pop, pop rap",Angry
Melawan Restu,Mahalini,2021,120,34,63,-8,8,30,220,81,3,68,indonesian pop,Sad
Mountain at My Gates,Foals,2015,104,93,50,-5,25,62,244,0,5,68,"alternative dance, garage rock, indie rock, indietronica, modern alternative rock, modern rock, oxford indie, rock, shimmer pop",Happy
Now You're Gone (feat. DJ Mental Theo's Bazzheadz) - Video Edit,Basshunter,2008,148,98,64,-6,9,35,148,2,35,68,"eurodance, europop",Angry
One (Your Name) - Radio Edit,house,2010,125,67,73,-7,16,64,163,1,3,68,"edm, pop dance, progressive electro house",Happy
Read All About It Pt. III,Emeli Sandï¿,2012,98,44,63,-7,9,34,284,82,2,68,"r&b, talent show, uk pop",Sad
Reload - Radio Edit,Sebastian Ingrosso,2013,128,72,49,-5,6,43,221,7,5,68,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",Angry
Ridin' Solo,Jason Derulo,2010,89,83,44,-4,13,58,216,13,15,68,"dance pop, pop",Happy
Save The World,house,2011,127,67,51,-8,8,40,213,1,5,68,"edm, pop dance, progressive electro house",Angry
Scream,Usher,2012,128,86,62,-5,18,57,235,0,10,68,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
Somethin' Stupid,Robbie Williams,2001,106,52,65,-12,17,68,170,43,3,68,"dance rock, europop",Happy
Something,Lasgo,2001,140,98,64,-7,11,38,221,3,4,68,"belgian dance, belgian pop, eurodance",Angry
Sorry,Beyoncï¿,2016,130,60,78,-7,25,36,233,0,5,68,"pop, r&b",Angry
Started From the Bottom,Drake,2013,86,52,79,-8,16,56,174,3,16,68,"canadian hip hop, canadian pop, hip hop, pop rap, rap",Happy
Suit & Tie (feat. Jay-Z),Justin Timberlake,2013,102,60,80,-4,16,36,326,10,22,68,"dance pop, pop",Angry
Take a Walk,Passion Pit,2012,101,76,57,-6,32,45,264,3,4,68,"indie rock, indietronica, modern rock, neo synthpop, shimmer pop",Angry
Teach Me How to Dougie,Cali Swag District,2011,85,44,85,-5,9,51,237,20,14,68,pop rap,Calm
The Sound,The 1975,2016,121,94,65,-5,48,57,249,9,8,68,"modern alternative rock, modern rock, pop, pov: indie, rock",Happy
The Way,Ariana Grande,2013,82,88,65,-3,8,86,227,29,11,68,pop,Happy
Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,2012,95,53,78,-7,5,66,236,6,29,68,"pop rap, seattle hip hop",Happy
Tiimmy Turner,Desiigner,2016,123,73,60,-3,8,30,240,17,4,68,"pop rap, rap, southern hip hop, trap, viral trap",Angry
Toothbrush,DNCE,2015,105,79,56,-6,47,83,232,12,13,68,"dance pop, pop",Happy
Underneath Your Clothes,Shakira,2001,166,60,62,-5,10,36,224,69,4,68,"colombian pop, dance pop, latin pop, pop",Angry
Weak,Larissa Lambert,2021,128,45,62,-9,27,49,159,63,6,68,chill r&b,Sad
When We Stand Together,Nickelback,2011,188,90,45,-4,4,88,191,0,5,68,"alternative metal, canadian rock, post grunge",Happy
Where the Party At (feat. Nelly),Jagged Edge,2001,129,66,60,-6,8,86,233,31,23,68,"atl hip hop, contemporary r&b, r&b, urban contemporary",Happy
You Don't Know Me (feat. RAYE),Jax Jones,2019,124,67,88,-6,32,67,213,16,14,68,"dance pop, edm, house, pop dance, uk dance, uk pop",Happy
Young Forever,JAY-Z,2009,140,69,64,-3,21,10,254,42,7,68,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Angry
Akhir Tak Bahagia,Misellia,2021,132,22,54,-11,11,31,186,92,3,67,indonesian pop,Sad
America,Razorlight,2006,91,57,45,-5,36,15,250,30,3,67,britpop,Angry
As I Am (feat. Khalid),Justin Bieber,2021,100,54,60,-8,10,11,174,13,4,67,"canadian pop, pop",Angry
Beautiful,Akon,2008,130,95,74,-4,11,63,313,12,9,67,dance pop,Happy
Berzerk,Eminem,2013,95,87,74,-4,26,68,239,2,33,67,"detroit hip hop, hip hop, rap",Happy
Blurry,Puddle Of Mudd,2001,157,94,43,-5,14,50,304,1,6,67,"alternative metal, nu metal, post grunge",Happy
Breakaway,Kelly Clarkson,2004,160,72,27,-4,11,39,237,4,3,67,"dance pop, pop, talent show",Angry
Breakeven,The Script,2008,94,69,63,-5,8,49,261,14,2,67,"celtic rock, pop",Angry
C.H.R.I.S.Y.E.,Diskoria,2021,118,71,64,-6,26,44,311,16,3,67,"indonesian city pop, indonesian pop",Angry
Can't Help but Wait,Trey Songz,2007,95,70,70,-6,9,61,206,36,7,67,"dance pop, r&b, southern hip hop, trap, urban contemporary",Happy
Capsize,FRENSHIP,2016,93,71,68,-6,69,36,238,4,3,67,"electropop, indie poptimism, la pop",Angry
Come on over Baby (All I Want Is You) - Radio Version,Christina Aguilera,1999,119,92,83,-3,25,78,203,23,11,67,"dance pop, pop",Happy
Dirty Little Secret,The All-American Rejects,2005,144,96,47,-4,55,46,194,0,4,67,"alternative metal, modern rock, neo mellow, neon pop punk, pop punk, pop rock, post grunge",Angry
Fight For This Love,Cheryl,2009,123,74,74,-6,7,73,223,1,9,67,"dance pop, post teen pop, talent show",Happy
Final Song,Mï¿,2016,105,67,70,-6,8,25,236,1,3,67,"dance pop, danish pop, electropop, pop dance",Angry
Fire,Kasabian,2009,117,74,53,-6,12,18,252,9,3,67,"alternative rock, britpop, garage rock, leicester indie, modern rock, rock",Angry
Get Right,Jennifer Lopez,2005,97,76,74,-5,63,36,226,2,12,67,"dance pop, pop, urban contemporary",Angry
Golden Skans,Klaxons,2007,142,84,46,-3,25,71,165,0,4,67,"alternative dance, dance punk, indie rock, modern rock, neo synthpop, new rave",Happy
Heaven,DJ Sammy,2002,138,95,57,-6,23,60,234,0,5,67,eurodance,Happy
Hide Away,Daya,2016,95,83,88,-4,7,47,191,22,9,67,"alt z, pop",Angry
Hideaway,Kiesza,2014,123,72,84,-4,8,20,252,9,5,67,"electropop, pop edm",Angry
Hypnotized,Purple Disco Machine,2020,108,81,69,-5,11,70,196,10,10,67,"deep house, house",Happy
pop,Diddy,2005,89,71,66,-6,21,76,269,40,21,67,detroit hip hop,Happy
It's Been Awhile,Staind,2001,117,77,51,-4,14,8,265,0,3,67,"alternative metal, nu metal, post grunge",Angry
rock,Kevin Rudolf,2008,113,78,61,-4,7,43,231,0,4,67,"pop rap, wrestling",Angry
Little L,Jamiroquai,2001,122,72,88,-5,13,90,295,17,13,67,dance pop,Happy
Magic (feat. Rivers Cuomo),B.o.B,2010,82,93,55,-4,35,79,196,1,34,67,"atl hip hop, dance pop, pop rap, rap, southern hip hop",Happy
Melukis Senja,Budi Doremi,2020,98,37,65,-10,9,36,251,63,2,67,indonesian pop,Sad
Misery,Maroon 5,2010,103,81,70,-5,22,73,216,0,4,67,pop,Happy
Miss Independent,Ne-Yo,2008,172,67,67,-6,19,73,232,48,14,67,"dance pop, pop, r&b, urban contemporary",Happy
Need to Know,Doja Cat,2021,130,61,66,-7,9,19,211,30,7,67,"dance pop, pop",Angry
Never Let You Go - 2008 Remaster,Third Eye Blind,1999,114,94,73,-5,11,97,237,8,4,67,"alternative metal, alternative rock, pop rock, post grunge",Happy
No Letting Go,Wayne Wonder,2003,100,82,50,-6,18,32,202,5,4,67,"dancehall, reggae fusion",Angry
One,Mary J. Blige,2005,186,87,34,-3,13,27,260,8,8,67,"dance pop, hip pop, neo soul, r&b, urban contemporary",Angry
Ordinary People,John Legend,2005,67,13,47,-14,9,36,281,93,8,67,"neo soul, pop, pop soul, urban contemporary",Sad
Outnumbered,Dermot Kennedy,2019,157,68,61,-6,10,26,246,25,16,67,"folk pop, irish pop, uk pop",Angry
Patience,Take That,2006,176,78,31,-4,12,37,202,14,4,67,"boy band, europop, talent show",Angry
Post Malone (feat. RANI),Sam Feldt,2019,107,64,59,-4,11,65,174,8,12,67,"edm, pop dance, tropical house",Happy
Release Me,Agnes,2009,128,92,62,-3,11,72,256,1,3,67,"swedish electropop, swedish idol pop, swedish pop",Happy
Satisfaction - Isak Original Extended,Benny Benassi,2003,130,70,79,-4,7,34,286,16,10,67,"dutch house, edm, electro house, pop dance",Angry
Silhouettes - Original Radio Edit,Avicii,2012,128,80,61,-6,12,84,212,16,5,67,"dance pop, edm, pop, pop dance",Happy
"Slow Down - 12"" Version",Bobby V.,2005,186,73,57,-5,40,63,259,18,10,67,"contemporary r&b, dirty south rap, hip pop, r&b, urban contemporary",Happy
Solar Power,Lorde,2021,88,48,73,-9,31,88,193,24,9,67,"art pop, metropopolis, nz pop, pop",Calm
Take Me Back to London (feat. Stormzy),Ed Sheeran,2019,138,76,89,-6,16,61,190,22,22,67,"pop, singer songwriter pop, uk pop",Happy
Take You There,Sean Kingston,2008,115,92,75,-4,26,63,237,2,7,67,"dance pop, miami hip hop, pop",Happy
The Man Who Can't Be Moved,The Script,2008,100,63,61,-5,10,31,241,43,3,67,"celtic rock, pop",Angry
The Riddle,Gigi D'Agostino,1999,127,88,74,-7,8,83,285,2,4,67,"eurodance, italo dance",Happy
Till the World Ends,Britney Spears,2011,132,71,69,-6,20,45,238,2,7,67,"dance pop, pop",Angry
Tonight (I'm Fuckin' You),Enrique Iglesias,2010,126,89,65,-4,12,32,232,3,5,67,"dance pop, latin pop, mexican pop",Angry
Trumpets,Jason Derulo,2013,82,70,63,-5,10,64,217,56,24,67,"dance pop, pop",Happy
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",Donell Jones,1999,103,54,85,-6,4,87,244,4,8,67,"contemporary r&b, r&b, urban contemporary",Happy
Warwick Avenue,Duffy,2008,170,59,49,-6,12,50,226,34,4,67,british soul,Happy
We Made You,Eminem,2009,114,85,92,-1,13,67,270,11,8,67,"detroit hip hop, hip hop, rap",Happy
Who Let The Dogs Out,Baha Men,2000,129,89,87,-5,15,78,198,6,10,67,bahamian pop,Happy
Wish You Were Mine - Radio Edit,Philip George,2014,123,83,65,-4,10,41,178,1,3,67,"house, uk dance",Angry
X (feat. Maluma & Ozuna) - Remix,Nicky Jam,2018,180,70,66,-5,8,74,236,6,10,67,"latin hip hop, reggaeton, trap latino, urbano latino",Happy
XO,Beyoncï¿,2014,170,79,47,-9,31,22,216,16,26,67,"pop, r&b",Angry
You Don't Know My Name,Alicia Keys,2003,167,66,26,-8,34,25,367,59,19,67,"neo soul, pop, r&b",Angry
24K Magic,Bruno Mars,2016,107,80,82,-4,15,63,226,3,8,66,"dance pop, pop",Happy
34+35 Remix (feat. Doja Cat & Megan Thee Stallion) - Remix,Ariana Grande,2021,110,66,88,-6,23,73,182,21,30,66,pop,Happy
6 Foot 7 Foot,Lil Wayne,2011,79,75,37,-5,32,60,249,0,30,66,"hip hop, new orleans rap, pop rap, rap, trap",Happy
Animal,Neon Trees,2010,148,83,48,-6,38,74,212,0,4,66,"modern rock, neo mellow, pop rock, pov: indie",Happy
Back To Sleep,Chris Brown,2015,93,65,65,-5,9,72,201,4,24,66,"r&b, rap",Happy
dance,Akon,2005,105,70,88,-6,74,69,238,3,13,66,dance pop,Happy
Bed,J. Holiday,2007,128,61,68,-7,6,72,275,17,5,66,"contemporary r&b, hip pop, r&b, southern hip hop, urban contemporary",Happy
Belum Siap Kehilangan,Stevan Pasaribu,2020,144,56,48,-6,9,20,288,66,3,66,indonesian pop,Angry
Black Horse And The Cherry Tree,KT Tunstall,2005,105,79,75,-8,34,92,172,33,6,66,"ectofolk, lilith, neo mellow, pop rock, scottish singer songwriter",Happy
Body Party,Ciara,2013,134,58,58,-6,60,12,234,1,6,66,"dance pop, hip pop, pop, r&b, urban contemporary",Angry
Bring Em Out,T.I.,2004,99,89,76,-3,14,59,217,3,26,66,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Happy
Caught Up,Usher,2004,110,81,82,-5,12,81,225,3,6,66,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
Deja Vu (feat. Jay-Z),Beyoncï¿,2007,105,75,64,-5,7,36,240,1,34,66,"pop, r&b",Angry
Do It To It,Cherish,2006,74,67,83,-6,50,79,226,1,17,66,"atl hip hop, girl group, hip pop, r&b, southern hip hop, urban contemporary",Happy
Flex (Ooh Ooh Ooh),Rich Homie Quan,2015,82,61,73,-8,19,89,177,4,5,66,"atl hip hop, rap, southern hip hop, trap",Happy
Glamorous,Fergie,2006,131,76,81,-6,10,56,247,30,23,66,"dance pop, pop",Happy
Gold Dust - Radio Edit,DJ Fresh,2010,177,95,45,-1,39,30,192,26,15,66,"dancefloor dnb, drum and bass, uk dance",Angry
pop,Cobra Starship,2009,120,87,59,-4,55,63,196,1,8,66,"neon pop punk, pop punk, post teen pop",Happy
Heartbeat Song,Kelly Clarkson,2015,149,80,49,-4,6,48,199,1,5,66,"dance pop, pop, talent show",Angry
Here,Alessia Cara,2016,120,82,38,-4,8,33,199,8,10,66,"canadian contemporary r&b, canadian pop, pop",Angry
I Hate This Part,The Pussycat Dolls,2008,112,61,76,-4,27,45,218,7,3,66,"dance pop, girl group, pop",Angry
I Like It,Enrique Iglesias,2010,129,94,65,-3,6,73,231,2,9,66,"dance pop, latin pop, mexican pop",Happy
I Will Follow You into the Dark,Death Cab for Cutie,2005,78,16,58,-15,12,48,189,92,4,66,"alternative rock, canadian indie, chamber pop, indie rock, indietronica, modern rock, seattle indie, washington indie",Sad
Incomplete,Sisqo,1999,119,44,75,-8,14,27,274,28,8,66,"contemporary r&b, dirty south rap, hip pop, r&b, urban contemporary",Sad
Laffy Taffy,D4L,2005,77,44,89,-8,9,62,224,4,43,66,"atl hip hop, crunk, dirty south rap, old school atlanta hip hop, southern hip hop",Calm
Like Glue,Sean Paul,2022,98,78,76,-5,11,59,233,8,32,66,"dance pop, dancehall, pop, pop rap",Happy
Lisztomania,Phoenix,2009,98,79,64,-7,53,31,242,3,4,66,"alternative dance, indie rock, modern rock, neo synthpop, new rave, rock independant francais, shimmer pop",Angry
Luxurious,Gwen Stefani,2004,131,73,81,-4,12,67,265,15,8,66,"dance pop, pop",Happy
Money On My Mind,Sam Smith,2014,134,84,69,-5,23,74,193,20,18,66,"pop, uk pop",Happy
No Brainer,DJ Khaled,2018,136,76,55,-5,9,64,260,7,34,66,"hip hop, miami hip hop, pop rap, rap",Happy
Old Thing Back (feat. Ja Rule and Ralph Tresvant),Matoma,2015,97,86,81,-3,26,52,322,19,11,66,"pop dance, tropical house",Happy
Pound The Alarm,Nicki Minaj,2012,125,86,73,-4,2,59,206,4,6,66,"hip pop, pop, queens hip hop, rap",Happy
rock,Keri Hilson,2010,160,87,67,-5,9,90,244,20,25,66,"dance pop, hip pop, r&b, urban contemporary",Happy
Put It On Me,Ja Rule,2000,93,79,83,-5,5,79,263,0,17,66,"dance pop, east coast hip hop, gangster rap, hip hop, hip pop, pop rap, queens hip hop, rap, urban contemporary",Happy
Russian Roulette,Rihanna,2009,80,49,48,-6,11,27,228,5,4,66,"barbadian pop, pop, urban contemporary",Sad
Sexy Can I,Ray J,2008,172,69,57,-6,62,93,204,30,32,66,pop rap,Happy
STARSTRUKK (feat. Katy Perry),3OH!3,2009,140,81,61,-6,23,23,203,0,6,66,"dance pop, electropowerpop, pop punk, pop rap, post teen pop",Angry
Take A Picture,Filter,1999,99,78,54,-8,18,28,364,0,3,66,"alternative metal, alternative rock, grunge, industrial metal, nu metal, post grunge",Angry
The Tide Is High - Radio Mix,Atomic Kitten,2002,104,65,78,-4,7,67,206,2,3,66,"candy pop, dance pop, europop, girl group, talent show",Happy
Touch Me (Radio Edit) [feat. Cassandra],Rui Da Silva,2001,129,92,46,-8,5,70,213,12,6,66,classic house,Happy
Trick Me,Kelis,2003,107,72,97,-3,33,96,206,4,15,66,"dance pop, hip pop, neo soul, urban contemporary",Happy
Turn Up the Music,Chris Brown,2012,130,84,59,-6,16,64,228,0,10,66,"r&b, rap",Happy
U Don't Have to Call,Usher,2001,100,57,79,-5,3,81,269,5,5,66,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Happy
Ugly Heart,G.R.L.,2014,125,79,65,-5,32,45,198,2,5,66,"girl group, post teen pop, talent show",Angry
We No Speak Americano (Edit),Yolanda Be Cool,2020,125,81,90,-5,9,75,157,7,5,66,"australian dance, australian house, bass house",Happy
What You Know,T.I.,2006,73,81,55,-4,17,33,274,2,3,66,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",Angry
Whole Again,Atomic Kitten,2001,94,71,75,-5,17,57,185,8,4,66,"candy pop, dance pop, europop, girl group, talent show",Happy
Wiggle (feat. Snoop Dogg),Jason Derulo,2013,82,62,70,-7,16,72,193,8,25,66,"dance pop, pop",Happy
All For You,Janet Jackson,2001,114,93,75,-3,13,73,330,2,7,65,"dance pop, r&b, urban contemporary",Happy
All Rise,Blue,2001,98,74,72,-3,17,93,224,12,3,65,boy band,Happy
Antisocial (with Travis Scott),Ed Sheeran,2019,152,82,72,-5,36,91,162,13,5,65,"pop, singer songwriter pop, uk pop",Happy
Beg for You (feat. Rina Sawayama),Charli XCX,2022,128,95,79,-5,12,47,168,22,6,65,"art pop, candy pop, metropopolis, pop, uk pop",Angry
Breathe Me,Sia,2004,120,64,55,-7,11,21,273,4,3,65,"australian dance, australian pop, pop",Angry
pop,Tove Lo,2016,102,69,67,-7,8,20,199,31,11,65,"dance pop, metropopolis, pop, swedish electropop, swedish pop, swedish synthpop",Angry
Dancing On My Own,Robyn,2010,117,86,67,-5,9,28,286,6,3,65,"dance pop, electropop, neo synthpop, scandipop, swedish electropop, swedish pop",Angry
Don't Be so Hard on Yourself,Jess Glynne,2015,120,82,57,-3,16,66,211,6,3,65,"dance pop, pop, uk pop",Happy
Don't Wake Me Up,Chris Brown,2012,128,69,60,-5,14,21,222,5,5,65,"r&b, rap",Angry
Don't Wanna Go Home,Jason Derulo,2011,122,81,67,-5,13,64,206,2,7,65,"dance pop, pop",Happy
Fergalicious,Fergie,2006,129,58,91,-8,13,83,292,6,32,65,"dance pop, pop",Happy
Galvanize,The Chemical Brothers,2005,104,71,75,-4,36,37,394,1,8,65,"alternative dance, big beat, breakbeat, electronica, rave, trip hop",Angry
Get It Shawty,Lloyd,2007,128,91,82,-4,5,67,210,12,24,65,"hip pop, r&b, southern hip hop, trap, urban contemporary",Happy
Ghost,Ella Henderson,2014,105,84,68,-4,14,47,213,5,4,65,"dance pop, pop dance, talent show, uk pop",Angry
Good Grief,Bastille,2016,120,76,73,-5,31,88,206,15,7,65,"metropopolis, modern rock, pop",Happy
Hella Good,No Doubt,2001,115,67,77,-4,9,84,243,1,3,65,"dance pop, dance rock, permanent wave, pop rock, rock",Happy
Hey Daddy (Daddy's Home),Usher,2010,96,70,59,-4,11,35,224,0,3,65,"atl hip hop, contemporary r&b, dance pop, pop, r&b, rap, south carolina hip hop, urban contemporary",Angry
Hey Mama,Black Eyed Peas,2003,100,88,87,-6,60,94,215,11,24,65,"dance pop, pop, pop rap",Happy
Holy Grail,JAY-Z,2013,145,53,68,-7,26,16,338,6,8,65,"east coast hip hop, gangster rap, hip hop, pop rap, rap",Angry
How Low,Ludacris,2010,144,50,79,-7,22,42,202,0,5,65,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",Angry
I Follow Rivers - The Magician Remix,Lykke Li,2021,122,70,79,-6,8,30,280,2,4,65,"electropop, indietronica, neo synthpop, swedish electropop, swedish indie pop, swedish pop",Angry
I Predict A Riot,Kaiser Chiefs,2005,159,98,40,-3,12,41,233,2,8,65,modern rock,Angry
In Your Eyes,Kylie Minogue,2001,124,89,69,-6,7,71,198,13,7,65,"australian dance, australian pop, dance pop, eurodance, new wave pop",Happy
Joker And The Thief,Wolfmother,2006,156,80,26,-2,41,47,280,2,5,65,"alternative rock, australian psych, garage rock, modern blues rock, modern rock, rock",Angry
Let Me Hold You (feat. Omarion),Bow Wow,2005,152,66,82,-8,9,61,248,9,20,65,"dance pop, dirty south rap, hip pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",Happy
